,event,date,person,quote,Positive?,Negative?,Team?,Individual?
308,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"I shared with them exactly what you said. Incredibly proud that since the day we got together in training camp all the way through to the end, we were the same team. We never got the disease of ""me."" Not one single player on the team got the disease of ""me,"" not one. Those that were maybe in the rotation, fell out of the rotation, some that never got to play, no one ever put themselves first, no one. That is incredibly difficult to find in this day and age.",1.0,,1.0,
309,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"I'm really, really proud, incredibly proud of the number of people that were impacted by Lynx basketball and how excited they are to watch their team play. I told them, it's who they are as people and how they did it. So those are things we talked about. I wouldn't trade them for anyone. Anyone. Any team. Do things the right way. Built the team within the rules. Those sort of things that maybe right now aren't happening in our league. And did it the hard way.",1.0,,1.0,
310,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"You know what, we gave hope to those teams that aren't willing to circumvent the cap or fly illegally or all the stuff that's happened over the last five years. Do it the right way gives hope for those other teams that you can build a team just like ours. You don't have to have a super team. You don't have to have that. There's a different way to do it. So I'm incredibly proud of them.",1.0,,1.0,
311,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"Yeah, it's really rare. Saying that this is my 11th season, and I get to go out to fight with women that I consider sisters, that's why it feels the way it does. Every single day we came to work, we enjoyed being with each other, competing with each other, fighting for each other, and that's why we're here.",1.0,,1.0,
312,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"That's why we gave ourselves a chance to compete for a championship, because we showed up every day and did it the right way and did it for each other. That's really rare in this league. The way that it's happening and all this other bulls--- that people make seem like it's important, it's not.",,1.0,1.0,
313,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"Obviously the exclamation point to the incredible season that she had. You know, Napheesa showed up big time for this team. Put us in a position to be within seconds of a championship. Phee was phenomenal.",1.0,,,1.0
314,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,KAYLA McBRIDE,"I'm always in awe of her. Every time she steps on the court and the way she carries herself and no matter what's going on, she's so consistent. That comes from her. That's her internal -- amazing. We just have so much confidence in who she is on and off the court. I'm lucky to be alongside of her. I'm just in awe. She's had an amazing season and amazing postseason obviously. Can't wait to see what she does in the future.",1.0,,,1.0
315,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"That's what's coming. I think greater recognition, that's what's coming. Phee has earned every bit of it. Like you said, still, the season she's had, it's not Phee that you're hearing about. It's other players. But I think Phee has earned it. We'll see going into next season if maybe she'll be a little bit more a face of the league.",1.0,,,1.0
316,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"Well, that's really loaded. It's a lot for me to think about right now, forgive me. I really don't have an answer for that. That's just pretty deep for me. And plus, there's proprietary secrets.",,1.0,1.0,
317,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"No, she was tremendous in the playoffs. Really gave them a lift every single time she got minutes. Not surprised. They went big.",1.0,,,1.0
318,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"I know all the headlines will be ""Reeve Cries Foul."" Bring it on. Bring it on. Because this s--- was stolen from us. Bring it on.",,1.0,1.0,
319,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"We talked about it. We know we could have done some things, but you shouldn't have to overcome to that extent. This s--- ain't that hard. Officiating, it's not that hard. When someone is being held, be consistent. If you don't want to call it a hold at one end, don't call it at the other. Be consistent. Every team asks for that. Sandy asked for that last game. Three of the games in this series, we're talking about the same damn thing.",,1.0,1.0,
320,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"So I tell these guys, for whatever reason, it didn't work out. It just doesn't feel right that you lose a series with that level of discrepancy. We don't have a team that whines and complains and all that stuff. Sometimes it probably hurts us. Maybe being a little more, I don't know, something. But you have a star player like Phee, that just, I don't get it. I don't get how she can be held and go to the basket and get hit, and then a marginal, at best, at best, sends their best player to the free throw line. I mean, that's tough. It's tough to swallow.",,1.0,1.0,
321,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,CHERYL REEVE,"Just like our 2016 championship that was lost -- officiating, missing a shot clock violation. This sucks. This is for a championship for both teams. Let them decide it. What contact is legal should be the same for both teams. This isn't that hard.",,1.0,1.0,
322,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,"I've been like manifesting this moment for a while. And there's no feeling like it. You know, this game, and credit to Minnesota, because they gave us a tough series. The fans have been amazing everywhere we've gone. But to be able to bring a championship to New York, first ever in franchise history, it's an incredible feeling. I literally can't wait to continue to celebrate with the city because I know it's going to like, be bonkers. Bonkers. Fact, right.",1.0,,1.0,
323,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,"I came in with a game plan of like, it doesn't matter. I want to play defense. I want to rebound. I want to do the little things, and I'll continue to be aggressive and shoot my shots.",1.0,,,1.0
324,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,"But if they are not falling, they are not falling. I'm not going to let that affect the way I do things. So continuing to be there for my team. I didn't talk about this, but before I made the free throws, I missed two free throws. I was like, no, I can't do this again, I can't. I have to be here. Olaf Lange, him and I have talked about being a python, where it's like you know your moment when to strike. At that moment, I was just thinking about being a python.",1.0,,1.0,
325,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,SANDY BRONDELLO,Good job. You were. Like it.,1.0,,,1.0
326,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,Be a python.,1.0,,,1.0
327,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,SANDY BRONDELLO,"JJ can come sit up here, JJ. Let's go, MVP.",1.0,,,1.0
328,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,SANDY BRONDELLO,"I thought they were pretty fair laughter. I mean, the last game, that's where you get give and take. Game No. 1, we should have won that game.",,1.0,1.0,
329,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,SANDY BRONDELLO,"I have so much respect for Cheryl, and I have so much respect for that Minnesota Lynx team, because man, that was ugly. But we found a way to win. I'm really proud of our team, how resilient we were, how we stuck together and how we continue to trust each other. That was our word today, just trust the process. We found a way to win. Then going back to Stewie, she did miss two free throws, which is rare for her. But in that five seconds to go, she said, ""I'm going to make 'em."" I'm like, good. I was praying laughter, but it worked.",1.0,,1.0,
